date,open,high,low,close,volume,ret1,ret_lag_1,ret_lag_2,ret_lag_3,ret_lag_5,ret_lag_10,ema_100,ema_diff_100,ema_1,ema_diff_1,ema_20,ema_diff_20,ema_5,ema_diff_5,tr,atr14,vol_12,vol_48,hour_sin,hour_cos,dow_sin,dow_cos,regime,vol_short,vol_long,vol_ratio_strategic,drawdown,max_drawdown_window,atr_pct,atr_pct_ma,atr_pct_ratio,vol_state,allow_trading,recommended_leverage,max_exposure_frac,stake_long_frac,stake_short_frac,stop_loss_frac,take_profit_frac,max_hold_hours
2025-12-13 09:00:00,90458.2,90513.53,90387.99,90422.57,164.09529,-0.00039,0.00142,-0.00024,9e-05,0.00029,-0.00075,91130.23085,707.66085,90422.57,0.0,90585.1217,162.5517,90390.96545,-31.60455,125.54,195.23786,0.00085,0.00539,0.70711,-0.70711,-0.97493,-0.22252,trend,0.00569,0.00505,1.12562,-0.02623,-0.04929,0.00216,0.0067,0.32217,1.0,1.0,5.0,0.6,0.2,0.1,0.015,0.03,8.0
2025-12-13 10:00:00,90422.57,90634.55,90418.49,90595.13,395.80418,0.00191,-0.00039,0.00142,-0.00024,-0.00032,0.0006,91119.63479,524.50479,90595.13,0.0,90586.07487,-9.05513,90459.0203,-136.1097,216.06,179.51643,0.0009,0.00539,0.5,-0.86603,-0.97493,-0.22252,trend,0.00572,0.00506,1.13093,-0.02437,-0.04929,0.00198,0.00669,0.29612,1.0,1.0,5.0,0.6,0.2,0.1,0.015,0.03,8.0
2025-12-13 11:00:00,90595.14,90612.32,90290.0,90330.36,639.73871,-0.00292,0.00191,-0.00039,0.00142,9e-05,-0.00103,91104.00559,773.64559,90330.36,0.0,90561.72107,231.36107,90416.13353,85.77353,322.32,184.97214,0.00126,0.00541,0.25882,-0.96593,-0.97493,-0.22252,trend,0.00573,0.00506,1.13307,-0.02722,-0.04929,0.00205,0.00668,0.30644,1.0,1.0,5.0,0.6,0.2,0.1,0.015,0.03,8.0
2025-12-13 12:00:00,90330.36,90470.3,90276.13,90341.05,491.58704,0.00012,-0.00292,0.00191,-0.00039,-0.00024,3e-05,91088.89756,747.84756,90341.05,0.0,90540.70478,199.65478,90391.10569,50.05569,194.17,183.79786,0.00125,0.0054,0.0,-1.0,-0.97493,-0.22252,trend,0.00573,0.00506,1.13327,-0.02711,-0.04929,0.00203,0.00667,0.3048,1.0,1.0,5.0,0.6,0.2,0.1,0.015,0.03,8.0
2025-12-13 13:00:00,90341.05,90450.0,90194.34,90245.87,344.68696,-0.00105,0.00012,-0.00292,0.00191,0.00142,0.00125,91072.20394,826.33394,90245.87,0.0,90512.62528,266.75528,90342.69379,96.82379,255.66,189.84714,0.00125,0.0054,-0.25882,-0.96593,-0.97493,-0.22252,trend,0.00573,0.00506,1.13315,-0.02813,-0.04929,0.0021,0.00667,0.31544,1.0,1.0,5.0,0.6,0.2,0.1,0.015,0.03,8.0
2025-12-13 14:00:00,90245.88,90331.74,89932.99,90079.7,600.45706,-0.00184,-0.00105,0.00012,-0.00292,-0.00039,0.00029,91052.5504,972.8504,90079.7,0.0,90471.3943,391.6943,90255.0292,175.3292,398.75,201.395,0.00136,0.00533,-0.5,-0.86603,-0.97493,-0.22252,trend,0.00571,0.00505,1.13022,-0.02992,-0.04582,0.00224,0.00666,0.33555,1.0,1.0,5.0,0.6,0.2,0.1,0.015,0.03,8.0
2025-12-13 15:00:00,90079.71,90289.6,90031.38,90092.16,470.25787,0.00014,-0.00184,-0.00105,0.00012,0.00191,-0.00032,91033.53277,941.37277,90092.16,0.0,90435.27675,343.11675,90200.73946,108.57946,258.22,202.745,0.0013,0.0053,-0.70711,-0.70711,-0.97493,-0.22252,trend,0.00133,0.00505,0.2637,-0.02979,-0.04454,0.00225,0.00666,0.33811,0.0,1.0,5.0,1.0,0.2,0.1,0.015,0.03,8.0
2025-12-13 16:00:00,90092.17,90268.13,90025.65,90087.28,226.25798,-5e-05,0.00014,-0.00184,-0.00105,-0.00292,9e-05,91014.79509,927.51509,90087.28,0.0,90402.1342,314.8542,90162.91964,75.63964,242.48,213.20643,0.00129,0.0053,-0.86603,-0.5,-0.97493,-0.22252,trend,0.00131,0.00505,0.2591,-0.02984,-0.04192,0.00237,0.00665,0.35594,0.0,1.0,5.0,1.0,0.2,0.1,0.015,0.03,8.0
2025-12-13 17:00:00,90087.28,90102.08,89981.0,90052.61,193.07435,-0.00038,-5e-05,0.00014,-0.00184,0.00012,-0.00024,90995.74192,943.13192,90052.61,0.0,90368.84618,316.23618,90126.14976,73.53976,121.08,202.98429,0.00129,0.00528,-0.96593,-0.25882,-0.97493,-0.22252,trend,0.00131,0.00505,0.25903,-0.03022,-0.03295,0.00225,0.00664,0.33935,0.0,1.0,5.0,1.0,0.2,0.1,0.015,0.03,8.0
2025-12-13 18:00:00,90052.61,90184.34,90047.4,90119.89,145.63725,0.00075,-0.00038,-5e-05,0.00014,-0.00105,0.00142,90978.39832,858.50832,90119.89,0.0,90345.13607,225.24607,90124.06317,4.17317,136.94,202.65214,0.00132,0.00515,-1.0,-0.0,-0.97493,-0.22252,trend,0.00113,0.00505,0.2235,-0.02949,-0.03252,0.00225,0.00664,0.33889,0.0,1.0,5.0,1.0,0.2,0.1,0.015,0.03,8.0
