date,open,high,low,close,volume,ret1,ret_lag_1,ret_lag_2,ret_lag_3,ret_lag_5,ret_lag_10,ema_2,ema_diff_2,ema_100,ema_diff_100,ema_5,ema_diff_5,ema_80,ema_diff_80,ema_20,ema_diff_20,tr,atr14,vol_12,vol_48,hour_sin,hour_cos,dow_sin,dow_cos,regime,future_close,future_ret
2025-11-06 11:45:00,103220.26,103272.22,100539.01,103204.77,6.01716,-0.00034,0.00076,0.00286,-0.00243,0.0008,-0.00151,103199.81357,-4.95643,103288.93366,84.16366,103143.11308,-61.65692,103304.36681,99.59681,103152.72187,-52.04813,2733.21,4720.25143,0.00143,0.00201,0.0654,-0.99786,0.43388,-0.90097,chop,103293.93,0.00086
2025-11-06 12:00:00,103204.77,103298.04,102869.04,103081.53,9.21353,-0.00119,-0.00034,0.00076,0.00286,0.0001,0.00024,103120.95786,39.42786,103284.82666,203.29666,103122.58539,41.05539,103298.86466,217.33466,103145.94169,64.41169,429.0,4736.82071,0.00146,0.00202,0.0,-1.0,0.43388,-0.90097,chop,103303.21,0.00215
2025-11-06 12:15:00,103081.52,103081.53,102795.65,102815.13,7.21321,-0.00258,-0.00119,-0.00034,0.00076,-0.00243,-0.00139,102917.07262,101.94262,103275.52574,460.39574,103020.10026,204.97026,103286.9206,471.7906,103114.43582,299.30582,285.88,450.57571,0.00159,0.00199,-0.0654,-0.99786,0.43388,-0.90097,chop,103030.78,0.0021
2025-11-06 12:30:00,102815.12,102966.35,102449.14,102449.14,13.34028,-0.00356,-0.00258,-0.00119,-0.00034,0.00286,0.00022,102605.11754,155.97754,103259.16166,810.02166,102829.78017,380.64017,103266.23466,817.09466,103051.07431,601.93431,517.21,458.81071,0.00186,0.00205,-0.13053,-0.99144,0.43388,-0.90097,chop,102824.46,0.00366
2025-11-06 12:45:00,102449.13,102649.26,102423.61,102574.21,12.0597,0.00122,-0.00356,-0.00258,-0.00119,0.00076,0.00153,102584.51251,10.30251,103245.59826,671.38826,102744.59012,170.38012,103249.14763,674.93763,103005.65866,431.44866,225.65,461.68357,0.00189,0.00202,-0.19509,-0.98079,0.43388,-0.90097,chop,102450.0,-0.00121
2025-11-06 13:00:00,102574.22,103769.72,28800.0,102893.63,9.99273,0.00311,0.00122,-0.00356,-0.00258,-0.00034,0.0008,102790.59084,-103.03916,103238.62859,344.99859,102794.27008,-99.35992,103240.36941,346.73941,102994.98927,101.35927,74969.72,5806.05571,0.00213,0.00198,-0.25882,-0.96593,0.43388,-0.90097,chop,102125.0,-0.00747
2025-11-06 13:15:00,102893.64,103626.46,102871.01,103509.59,10.47962,0.00599,0.00311,0.00122,-0.00356,-0.00119,0.0001,103269.92361,-239.66639,103243.99417,-265.59583,103032.71005,-476.87995,103247.01684,-262.57316,103043.99886,-465.59114,755.45,5843.64786,0.00272,0.0021,-0.32144,-0.94693,0.43388,-0.90097,chop,102256.52,-0.01211
2025-11-06 13:30:00,103509.6,103562.03,103153.52,103293.93,10.21817,-0.00208,0.00599,0.00311,0.00122,-0.00258,-0.00243,103285.92787,-8.00213,103244.98299,-48.94701,103119.78337,-174.14663,103248.17519,-45.75481,103067.80182,-226.12818,408.51,5852.49429,0.00281,0.00203,-0.38268,-0.92388,0.43388,-0.90097,chop,102443.17,-0.00824
2025-11-06 13:45:00,103293.94,103515.59,93794.37,103303.21,16.07073,9e-05,-0.00208,0.00599,0.00311,-0.00356,0.00286,103297.44929,-5.76071,103246.136,-57.074,103180.92558,-122.28442,103249.53407,-53.67593,103090.22165,-212.98835,9721.22,6530.57714,0.00281,0.00203,-0.44229,-0.89687,0.43388,-0.90097,chop,101822.0,-0.01434
2025-11-06 14:00:00,103303.21,103566.23,87825.04,103030.78,11.30297,-0.00264,9e-05,-0.00208,0.00599,0.00122,0.00076,103119.66976,88.88976,103241.87153,211.09153,103130.87705,100.09705,103244.13273,213.35273,103084.56054,53.78054,15741.19,7636.13643,0.00282,0.00198,-0.5,-0.86603,0.43388,-0.90097,chop,102000.0,-0.01
2025-11-06 14:15:00,103030.78,103098.4,102773.79,102824.46,10.41462,-0.002,-0.00264,9e-05,-0.00208,0.00311,-0.00034,102922.86325,98.40325,103233.60595,409.14595,103028.73803,204.27803,103233.77045,409.31045,103059.78906,235.32906,324.61,7645.22714,0.00275,0.002,-0.55557,-0.83147,0.43388,-0.90097,chop,101811.13,-0.00985
2025-11-06 14:30:00,102824.46,102874.15,87825.04,102450.0,11.98142,-0.00364,-0.002,-0.00264,9e-05,0.00599,-0.00119,102607.62108,157.62108,103218.089,768.089,102835.82536,385.82536,103214.41809,764.41809,103001.71391,551.71391,15049.11,8693.58643,0.00289,0.00196,-0.60876,-0.79335,0.43388,-0.90097,chop,101814.65,-0.0062
2025-11-06 14:45:00,102503.42,103769.72,102070.12,102125.0,18.14951,-0.00317,-0.00364,-0.002,-0.00264,-0.00208,-0.00258,102285.87369,160.87369,103196.44368,1071.44368,102598.88357,473.88357,103187.51888,1062.51888,102918.21735,793.21735,1699.6,8789.80929,0.00297,0.00201,-0.65935,-0.75184,0.43388,-0.90097,chop,100581.05,-0.01512
2025-11-06 15:00:00,102125.0,103325.2,101929.89,102256.52,12.77998,0.00129,-0.00317,-0.00364,-0.002,9e-05,-0.00356,102266.30456,9.78456,103177.83133,921.31133,102484.76238,228.24238,103164.53125,908.01125,102855.19855,598.67855,1395.31,8875.405,0.00304,0.002,-0.70711,-0.70711,0.43388,-0.90097,chop,100832.47,-0.01393
2025-11-06 15:15:00,102243.6,102908.53,101450.0,102443.17,13.20481,0.00183,0.00129,-0.00317,-0.00364,-0.00264,0.00122,102384.21485,-58.95515,103163.28358,720.11358,102470.89825,27.72825,103146.71986,703.54986,102815.95774,372.78774,1458.53,8784.35643,0.00305,0.00202,-0.75184,-0.65935,0.43388,-0.90097,chop,100934.41,-0.01473
2025-11-06 15:30:00,102443.16,102443.17,101450.0,101822.0,11.73916,-0.00606,0.00183,0.00129,-0.00317,-0.002,0.00311,102009.40495,187.40495,103136.72351,1314.72351,102254.59884,432.59884,103114.01073,1292.01073,102721.2951,899.2951,993.17,8824.65429,0.00336,0.00218,-0.79335,-0.60876,0.43388,-0.90097,chop,101437.86,-0.00377
2025-11-06 15:45:00,101821.99,103325.2,30000.0,102000.0,16.66211,0.00175,-0.00606,0.00183,0.00129,-0.00364,0.00599,102003.13498,3.13498,103114.21413,1114.21413,102169.73256,169.73256,103086.50429,1086.50429,102652.60033,652.60033,73325.2,14041.74857,0.00339,0.0022,-0.83147,-0.55557,0.43388,-0.90097,chop,101341.88,-0.00645
2025-11-06 16:00:00,102000.01,103325.2,96426.68,101811.13,46.00001,-0.00185,0.00175,-0.00606,0.00183,-0.00317,-0.00208,101875.13166,64.00166,103088.41049,1277.28049,102050.19837,239.06837,103055.01357,1243.88357,102572.4603,761.3303,6898.52,14497.55643,0.00321,0.00219,-0.86603,-0.5,0.43388,-0.90097,chop,101805.99,-5e-05
2025-11-06 16:15:00,101805.27,101887.08,101540.0,101814.65,12.81617,3e-05,-0.00185,0.00175,-0.00606,0.00129,9e-05,101834.81055,20.16055,103063.18751,1248.53751,101971.68225,157.03225,103024.38731,1209.73731,102500.28789,685.63789,347.08,14506.23,0.00242,0.00219,-0.89687,-0.44229,0.43388,-0.90097,chop,101391.34,-0.00416
2025-11-06 16:30:00,101814.65,101814.65,100391.47,100581.05,11.63078,-0.01212,3e-05,-0.00185,0.00175,0.00183,-0.00264,100998.97018,417.92018,103014.03627,2432.98627,101508.13817,927.08817,102964.05799,2383.00799,102317.50333,1736.45333,1423.18,9252.90571,0.00394,0.00276,-0.92388,-0.38268,0.43388,-0.90097,chop,101364.9,0.00779
2025-11-06 16:45:00,100581.06,101236.22,96040.6,100832.47,15.95659,0.0025,-0.01212,3e-05,-0.00185,-0.00606,-0.002,100887.97006,55.50006,102970.83694,2138.36694,101282.91544,450.44544,102911.42619,2078.95619,102176.07158,1343.60158,5195.62,9570.06071,0.00413,0.00278,-0.94693,-0.32144,0.43388,-0.90097,chop,101672.42,0.00833
2025-11-06 17:00:00,100832.49,101421.05,70540.01,100934.41,14.19912,0.00101,0.0025,-0.01212,3e-05,0.00175,-0.00364,100918.93002,-15.47998,102930.51165,1996.10165,101166.74696,232.33696,102862.61097,1928.20097,102057.8181,1123.4081,30881.04,11746.67,0.00421,0.00271,-0.96593,-0.25882,0.43388,-0.90097,chop,101725.19,0.00783
2025-11-06 17:15:00,100957.41,101478.75,85762.0,101437.86,15.65898,0.00499,0.00101,0.0025,-0.01212,-0.00185,-0.00317,101264.88334,-172.97666,102900.95419,1463.09419,101257.11797,-180.74203,102827.43194,1389.57194,101998.77447,560.91447,15716.75,12174.92214,0.00463,0.00282,-0.98079,-0.19509,0.43388,-0.90097,chop,101942.21,0.00497
2025-11-06 17:30:00,101437.87,101559.4,100807.95,101341.88,11.67958,-0.00095,0.00499,0.00101,0.0025,3e-05,0.00129,101316.21445,-25.66555,102870.08143,1528.20143,101285.37198,-56.50802,102790.75164,1448.87164,101936.21309,594.33309,751.45,11104.22643,0.00456,0.00281,-0.99144,-0.13053,0.43388,-0.90097,chop,101817.54,0.00469
